WeekEndingFriday,symbol,QuarterlyReleased,BookToMarket,MarketCap,FreeCashFlowYield,FreeCashFlowYield_TTM,EarningsYield,EarningsYield_TTM,BookToMarket_L1W,MarketCap_L1W,FreeCashFlowYield_L1W,FreeCashFlowYield_TTM_L1W,EarningsYield_L1W,EarningsYield_TTM_L1W,BookToMarket_L2W,MarketCap_L2W,FreeCashFlowYield_L2W,FreeCashFlowYield_TTM_L2W,EarningsYield_L2W,EarningsYield_TTM_L2W,GrossProfitability,GrossProfitability_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,AssetGrowth,InvestmentIntensity,Accruals,Accruals_TTM,DebtToAssets,WorkingCapitalScaled,GrossProfitability_L1Q,GrossProfitability_TTM_L1Q,OperatingMargin_L1Q,OperatingMargin_TTM_L1Q,ROA_L1Q,ROA_TTM_L1Q,AssetGrowth_L1Q,InvestmentIntensity_L1Q,Accruals_L1Q,Accruals_TTM_L1Q,DebtToAssets_L1Q,WorkingCapitalScaled_L1Q,GrossProfitability_L2Q,GrossProfitability_TTM_L2Q,OperatingMargin_L2Q,OperatingMargin_TTM_L2Q,ROA_L2Q,ROA_TTM_L2Q,AssetGrowth_L2Q,InvestmentIntensity_L2Q,Accruals_L2Q,Accruals_TTM_L2Q,DebtToAssets_L2Q,WorkingCapitalScaled_L2Q
2021-01-01,ASML,1,0.08311972734630758,166604420420.0,0.02429043936408179,0.01992421438537963,0.008106027418693144,0.021329566112601228,0.10287981395456508,133359261381.04378,-0.00021884394602794685,0.01878680654087761,0.007959702153471028,0.025024133797987298,0.10414091434824163,131744339733.0,-0.00022152653434028046,0.019017095148661144,0.008057272154168382,0.025330879541112315,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
2021-01-08,ASML,0,0.07968540767579402,173784817119.11517,0.023286813192812967,0.01910099078289896,0.00777110464761915,0.020448276546300936,0.08311972734630758,166604420420.0,0.02429043936408179,0.01992421438537963,0.008106027418693144,0.021329566112601228,0.10287981395456508,133359261381.04378,-0.00021884394602794685,0.01878680654087761,0.007959702153471028,0.025024133797987298,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
2021-01-15,ASML,0,0.07685147587261733,180193208298.9986,0.022458640978770397,0.018421683155182757,0.0074947330853840245,0.01972105404829372,0.07968540767579402,173784817119.11517,0.023286813192812967,0.01910099078289896,0.00777110464761915,0.020448276546300936,0.08311972734630758,166604420420.0,0.02429043936408179,0.01992421438537963,0.008106027418693144,0.021329566112601228,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
2021-01-22,ASML,0,0.07119001256262524,194523269508.03577,0.020804166937122257,0.01706460208280055,0.00694261413256891,0.018268251448720383,0.07685147587261733,180193208298.9986,0.022458640978770397,0.018421683155182757,0.0074947330853840245,0.01972105404829372,0.07968540767579402,173784817119.11517,0.023286813192812967,0.01910099078289896,0.00777110464761915,0.020448276546300936,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
2021-01-29,ASML,0,0.0758932820895524,182468245129.5166,0.02217862384289113,0.018191999312778144,0.00740128781882793,0.01947516948758751,0.07119001256262524,194523269508.03577,0.020804166937122257,0.01706460208280055,0.00694261413256891,0.018268251448720383,0.07685147587261733,180193208298.9986,0.022458640978770397,0.018421683155182757,0.0074947330853840245,0.01972105404829372,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
2021-02-05,ASML,0,0.07333288779479571,188839065478.37836,0.021430388684397297,0.01757825999398451,0.007151592264973527,0.018818140150173954,0.0758932820895524,182468245129.5166,0.02217862384289113,0.018191999312778144,0.00740128781882793,0.01947516948758751,0.07119001256262524,194523269508.03577,0.020804166937122257,0.01706460208280055,0.00694261413256891,0.018268251448720383,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
2021-02-12,ASML,0,0.06779236138537505,204272483167.80826,0.01981125655909077,0.016250168101560148,0.006611267357486298,0.017396371478388233,0.07333288779479571,188839065478.37836,0.021430388684397297,0.01757825999398451,0.007151592264973527,0.018818140150173954,0.0758932820895524,182468245129.5166,0.02217862384289113,0.018191999312778144,0.00740128781882793,0.01947516948758751,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
2021-02-19,ASML,0,0.06820180325996393,203046156231.60757,0.01993090953853788,0.016348313366807136,0.0066511970729430225,0.017501439406449704,0.06779236138537505,204272483167.80826,0.01981125655909077,0.016250168101560148,0.006611267357486298,0.017396371478388233,0.07333288779479571,188839065478.37836,0.021430388684397297,0.01757825999398451,0.007151592264973527,0.018818140150173954,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
2021-02-26,ASML,0,0.07148627484704054,193717102053.9378,0.02089074495277758,0.017135617634191854,0.006971506313489927,0.018344276072282714,0.06820180325996393,203046156231.60757,0.01993090953853788,0.016348313366807136,0.0066511970729430225,0.017501439406449704,0.06779236138537505,204272483167.80826,0.01981125655909077,0.016250168101560148,0.006611267357486298,0.017396371478388233,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
2021-03-05,ASML,0,0.07691855497288747,180036065483.5655,0.022478243795932204,0.01843776235102747,0.007501274793873341,0.019738267388010593,0.07148627484704054,193717102053.9378,0.02089074495277758,0.017135617634191854,0.006971506313489927,0.018344276072282714,0.06820180325996393,203046156231.60757,0.01993090953853788,0.016348313366807136,0.0066511970729430225,0.017501439406449704,0.08119072881264755,0.2740409930991429,0.35347076937542604,0.2898328850226063,0.04958983278073381,0.14327170014816823,0.21724193786432797,0.01058532166653417,-0.10959587774646615,-0.026119906122646065,0.17100274460722042,0.34203850014348186,0.07400774103505808,0.2834565893819162,0.3072006063668519,0.2779073738981302,0.04175572292373454,0.14494894808313247,0.2325720299529326,0.008116042792633763,0.034787711465791085,-0.004549497053005773,0.1817000184684992,0.3754368960490983,0.06609817235997233,0.26847422135889254,0.27215323089875815,0.25755324805304475,0.030962903843774463,0.1309415784467049,0.20803522596492455,0.008921841838436228,0.015864251043431307,-0.018258424187742227,0.19028143300606795,0.36457104153807546
